url,people,rate
https://leetcode.cn/problems/intersection-of-two-arrays,3287,0.743
https://leetcode.cn/problems/intersection-of-two-arrays-ii,2961,0.574
https://leetcode.cn/problems/logger-rate-limiter,109,0.751
https://leetcode.cn/problems/valid-perfect-square,1816,0.449
https://leetcode.cn/problems/guess-number-higher-or-lower,1095,0.523
https://leetcode.cn/problems/ransom-note,3425,0.631
https://leetcode.cn/problems/first-unique-character-in-a-string,2275,0.562
https://leetcode.cn/problems/find-the-difference,1820,0.652
https://leetcode.cn/problems/is-subsequence,3115,0.523
https://leetcode.cn/problems/binary-watch,922,0.628
https://leetcode.cn/problems/sum-of-left-leaves,2264,0.626
https://leetcode.cn/problems/convert-a-number-to-hexadecimal,662,0.548
https://leetcode.cn/problems/valid-word-abbreviation,127,0.359
https://leetcode.cn/problems/longest-palindrome,2163,0.557
https://leetcode.cn/problems/fizz-buzz,1350,0.692
https://leetcode.cn/problems/third-maximum-number,1820,0.4
https://leetcode.cn/problems/add-strings,1974,0.546
https://leetcode.cn/problems/valid-word-square,112,0.441
https://leetcode.cn/problems/number-of-segments-in-a-string,1214,0.383
https://leetcode.cn/problems/arranging-coins,1177,0.451
https://leetcode.cn/problems/find-all-numbers-disappeared-in-an-array,2050,0.658
https://leetcode.cn/problems/assign-cookies,2502,0.562
https://leetcode.cn/problems/repeated-substring-pattern,1490,0.514
https://leetcode.cn/problems/hamming-distance,2149,0.818
https://leetcode.cn/problems/island-perimeter,1542,0.701
https://leetcode.cn/problems/number-complement,1143,0.695
https://leetcode.cn/problems/license-key-formatting,628,0.468
https://leetcode.cn/problems/max-consecutive-ones,1754,0.611
https://leetcode.cn/problems/construct-the-rectangle,559,0.616
https://leetcode.cn/problems/teemo-attacking,1350,0.593
https://leetcode.cn/problems/next-greater-element-i,2568,0.719
https://leetcode.cn/problems/keyboard-row,1089,0.74
https://leetcode.cn/problems/find-mode-in-binary-search-tree,1197,0.55
https://leetcode.cn/problems/base-7,874,0.518
https://leetcode.cn/problems/relative-ranks,1036,0.654
https://leetcode.cn/problems/perfect-number,598,0.491
https://leetcode.cn/problems/fibonacci-number,3438,0.659
https://leetcode.cn/problems/game-play-analysis-i,443,0.707
https://leetcode.cn/problems/game-play-analysis-ii,243,0.542
https://leetcode.cn/problems/detect-capital,1404,0.565
https://leetcode.cn/problems/longest-uncommon-subsequence-i,590,0.737
https://leetcode.cn/problems/minimum-absolute-difference-in-bst,1316,0.63
https://leetcode.cn/problems/reverse-string-ii,1723,0.576
https://leetcode.cn/problems/diameter-of-binary-tree,2434,0.595
https://leetcode.cn/problems/student-attendance-record-i,1025,0.57
https://leetcode.cn/problems/reverse-words-in-a-string-iii,2641,0.737
https://leetcode.cn/problems/maximum-depth-of-n-ary-tree,1122,0.751
https://leetcode.cn/problems/array-partition,1195,0.784
https://leetcode.cn/problems/binary-tree-tilt,791,0.663
https://leetcode.cn/problems/reshape-the-matrix,1374,0.646
https://leetcode.cn/problems/subtree-of-another-tree,1401,0.475
https://leetcode.cn/problems/distribute-candies,1118,0.706
https://leetcode.cn/problems/employee-bonus,245,0.697
https://leetcode.cn/problems/find-customer-referee,530,0.66
https://leetcode.cn/problems/customer-placing-the-largest-number-of-orders,433,0.679
https://leetcode.cn/problems/n-ary-tree-preorder-traversal,1179,0.752
https://leetcode.cn/problems/n-ary-tree-postorder-traversal,944,0.788
https://leetcode.cn/problems/longest-harmonious-subsequence,746,0.564
https://leetcode.cn/problems/big-countries,682,0.664
https://leetcode.cn/problems/classes-more-than-5-students,541,0.527
https://leetcode.cn/problems/friend-requests-i-overall-acceptance-rate,134,0.429
https://leetcode.cn/problems/range-addition-ii,656,0.582
https://leetcode.cn/problems/minimum-index-sum-of-two-lists,764,0.571
https://leetcode.cn/problems/consecutive-available-seats,254,0.631
https://leetcode.cn/problems/design-compressed-string-iterator,99,0.394
https://leetcode.cn/problems/can-place-flowers,2180,0.324
https://leetcode.cn/problems/sales-person,468,0.67
https://leetcode.cn/problems/triangle-judgement,194,0.677
https://leetcode.cn/problems/shortest-distance-in-a-line,134,0.791
https://leetcode.cn/problems/merge-two-binary-trees,2560,0.793
https://leetcode.cn/problems/biggest-single-number,261,0.527
https://leetcode.cn/problems/not-boring-movies,510,0.772
https://leetcode.cn/problems/swap-salary,679,0.823
https://leetcode.cn/problems/maximum-product-of-three-numbers,1153,0.519
https://leetcode.cn/problems/average-of-levels-in-binary-tree,1157,0.702
https://leetcode.cn/problems/maximum-average-subarray-i,991,0.431
https://leetcode.cn/problems/set-mismatch,1107,0.392
https://leetcode.cn/problems/two-sum-iv-input-is-a-bst,1014,0.635
https://leetcode.cn/problems/robot-return-to-origin,903,0.792
https://leetcode.cn/problems/image-smoother,593,0.642
https://leetcode.cn/problems/second-minimum-node-in-a-binary-tree,891,0.48
https://leetcode.cn/problems/longest-continuous-increasing-subsequence,1406,0.566
https://leetcode.cn/problems/valid-palindrome-ii,1247,0.402
https://leetcode.cn/problems/baseball-game,1068,0.71
https://leetcode.cn/problems/binary-number-with-alternating-bits,866,0.652
https://leetcode.cn/problems/count-binary-substrings,650,0.636
https://leetcode.cn/problems/degree-of-an-array,1199,0.592
https://leetcode.cn/problems/search-in-a-binary-search-tree,2012,0.779
https://leetcode.cn/problems/kth-largest-element-in-a-stream,845,0.526
https://leetcode.cn/problems/binary-search,5446,0.55
https://leetcode.cn/problems/design-hashset,643,0.635
https://leetcode.cn/problems/design-hashmap,619,0.637
https://leetcode.cn/problems/to-lower-case,988,0.765
https://leetcode.cn/problems/1-bit-and-2-bit-characters,855,0.553
https://leetcode.cn/problems/find-pivot-index,1713,0.525
https://leetcode.cn/problems/self-dividing-numbers,788,0.764
https://leetcode.cn/problems/flood-fill,1325,0.589
https://leetcode.cn/problems/sentence-similarity,94,0.482
https://leetcode.cn/problems/find-smallest-letter-greater-than-target,1035,0.489
https://leetcode.cn/problems/min-cost-climbing-stairs,2716,0.661
https://leetcode.cn/problems/largest-number-at-least-twice-of-others,979,0.466
https://leetcode.cn/problems/shortest-completing-word,589,0.665
https://leetcode.cn/problems/find-anagram-mappings,140,0.846
https://leetcode.cn/problems/prime-number-of-set-bits-in-binary-representation,506,0.753
https://leetcode.cn/problems/toeplitz-matrix,792,0.7
https://leetcode.cn/problems/jewels-and-stones,1610,0.856
https://leetcode.cn/problems/minimum-distance-between-bst-nodes,856,0.602
https://leetcode.cn/problems/rotate-string,941,0.635
https://leetcode.cn/problems/similar-rgb-color,58,0.702
https://leetcode.cn/problems/unique-morse-code-words,866,0.821
https://leetcode.cn/problems/number-of-lines-to-write-string,662,0.686
https://leetcode.cn/problems/largest-triangle-area,335,0.681
https://leetcode.cn/problems/most-common-word,762,0.456
https://leetcode.cn/problems/shortest-distance-to-a-character,1039,0.728
https://leetcode.cn/problems/goat-latin,765,0.652
https://leetcode.cn/problems/positions-of-large-groups,726,0.542
https://leetcode.cn/problems/flipping-an-image,1170,0.794
https://leetcode.cn/problems/rectangle-overlap,790,0.492
https://leetcode.cn/problems/backspace-string-compare,2073,0.478
https://leetcode.cn/problems/buddy-strings,924,0.347
https://leetcode.cn/problems/lemonade-change,1584,0.59
https://leetcode.cn/problems/transpose-matrix,904,0.669
https://leetcode.cn/problems/binary-gap,714,0.695
https://leetcode.cn/problems/leaf-similar-trees,969,0.652
https://leetcode.cn/problems/middle-of-the-linked-list,3734,0.706
https://leetcode.cn/problems/projection-area-of-3d-shapes,577,0.765
https://leetcode.cn/problems/uncommon-words-from-two-sentences,678,0.712
https://leetcode.cn/problems/fair-candy-swap,634,0.634
https://leetcode.cn/problems/surface-area-of-3d-shapes,786,0.647
https://leetcode.cn/problems/monotonic-array,1071,0.568
https://leetcode.cn/problems/increasing-order-search-tree,926,0.738
https://leetcode.cn/problems/sort-array-by-parity,1509,0.71
https://leetcode.cn/problems/smallest-range-i,596,0.744
https://leetcode.cn/problems/x-of-a-kind-in-a-deck-of-cards,764,0.372
https://leetcode.cn/problems/reverse-only-letters,1117,0.593
https://leetcode.cn/problems/sort-array-by-parity-ii,1104,0.713
https://leetcode.cn/problems/long-pressed-name,852,0.373
https://leetcode.cn/problems/unique-email-addresses,559,0.686
https://leetcode.cn/problems/number-of-recent-calls,885,0.767
https://leetcode.cn/problems/range-sum-of-bst,1031,0.821
https://leetcode.cn/problems/valid-mountain-array,826,0.397
https://leetcode.cn/problems/di-string-match,808,0.774
https://leetcode.cn/problems/delete-columns-to-make-sorted,514,0.691
https://leetcode.cn/problems/verifying-an-alien-dictionary,713,0.576
https://leetcode.cn/problems/n-repeated-element-in-size-2n-array,753,0.703
https://leetcode.cn/problems/univalued-binary-tree,925,0.7
https://leetcode.cn/problems/largest-perimeter-triangle,887,0.575
https://leetcode.cn/problems/squares-of-a-sorted-array,3712,0.678
https://leetcode.cn/problems/add-to-array-form-of-integer,817,0.454
https://leetcode.cn/problems/cousins-in-binary-tree,1049,0.56
https://leetcode.cn/problems/find-the-town-judge,892,0.517
https://leetcode.cn/problems/available-captures-for-rook,648,0.694
https://leetcode.cn/problems/find-common-characters,881,0.703
https://leetcode.cn/problems/maximize-sum-of-array-after-k-negations,1614,0.51
https://leetcode.cn/problems/complement-of-base-10-integer,365,0.586
https://leetcode.cn/problems/partition-array-into-three-parts-with-equal-sum,1072,0.385
https://leetcode.cn/problems/binary-prefix-divisible-by-5,460,0.505
https://leetcode.cn/problems/remove-outermost-parentheses,1092,0.813
https://leetcode.cn/problems/sum-of-root-to-leaf-binary-numbers,673,0.746
https://leetcode.cn/problems/divisor-game,827,0.707
https://leetcode.cn/problems/matrix-cells-in-distance-order,542,0.706
https://leetcode.cn/problems/valid-boomerang,432,0.483
https://leetcode.cn/problems/last-stone-weight,1275,0.652
https://leetcode.cn/problems/remove-all-adjacent-duplicates-in-string,1760,0.723
https://leetcode.cn/problems/actors-and-directors-who-cooperated-at-least-three-times,250,0.762
https://leetcode.cn/problems/height-checker,703,0.801
https://leetcode.cn/problems/confusing-number,149,0.445
https://leetcode.cn/problems/fixed-point,109,0.647
https://leetcode.cn/problems/index-pairs-of-a-string,111,0.561
https://leetcode.cn/problems/product-sales-analysis-i,167,0.875
https://leetcode.cn/problems/product-sales-analysis-ii,88,0.82
https://leetcode.cn/problems/greatest-common-divisor-of-strings,923,0.581
https://leetcode.cn/problems/project-employees-i,207,0.656
https://leetcode.cn/problems/project-employees-ii,139,0.494
https://leetcode.cn/problems/occurrences-after-bigram,535,0.651
https://leetcode.cn/problems/sales-analysis-i,141,0.765
https://leetcode.cn/problems/sales-analysis-ii,164,0.53
https://leetcode.cn/problems/sales-analysis-iii,470,0.516
https://leetcode.cn/problems/sum-of-digits-in-the-minimum-number,114,0.78
https://leetcode.cn/problems/high-five,131,0.683
https://leetcode.cn/problems/duplicate-zeros,810,0.582
https://leetcode.cn/problems/two-sum-less-than-k,150,0.604
https://leetcode.cn/problems/distribute-candies-to-people,1253,0.64
https://leetcode.cn/problems/defanging-an-ip-address,1040,0.852
https://leetcode.cn/problems/reported-posts,77,0.538
https://leetcode.cn/problems/print-in-order,778,0.654
https://leetcode.cn/problems/number-of-days-in-a-month,71,0.655
https://leetcode.cn/problems/remove-vowels-from-a-string,192,0.872
https://leetcode.cn/problems/relative-sort-array,1164,0.706
https://leetcode.cn/problems/number-of-equivalent-domino-pairs,559,0.543
https://leetcode.cn/problems/largest-unique-number,115,0.672
https://leetcode.cn/problems/armstrong-number,85,0.775
https://leetcode.cn/problems/n-th-tribonacci-number,1577,0.61
https://leetcode.cn/problems/user-activity-for-the-past-30-days-i,398,0.451
https://leetcode.cn/problems/user-activity-for-the-past-30-days-ii,82,0.369
https://leetcode.cn/problems/article-views-i,279,0.705
https://leetcode.cn/problems/check-if-a-number-is-majority-element-in-a-sorted-array,133,0.598
https://leetcode.cn/problems/day-of-the-year,752,0.632
https://leetcode.cn/problems/find-words-that-can-be-formed-by-characters,1085,0.68
https://leetcode.cn/problems/single-row-keyboard,165,0.848
https://leetcode.cn/problems/immediate-food-delivery-i,167,0.764
https://leetcode.cn/problems/prime-arrangements,390,0.566
https://leetcode.cn/problems/diet-plan-performance,101,0.491
https://leetcode.cn/problems/reformat-department-table,300,0.653
https://leetcode.cn/problems/count-substrings-with-only-one-distinct-letter,112,0.788
https://leetcode.cn/problems/distance-between-bus-stops,643,0.616
https://leetcode.cn/problems/day-of-the-week,619,0.638
https://leetcode.cn/problems/maximum-number-of-balloons,845,0.682
https://leetcode.cn/problems/how-many-apples-can-you-put-into-the-basket,87,0.685
https://leetcode.cn/problems/minimum-absolute-difference,647,0.723
https://leetcode.cn/problems/unique-number-of-occurrences,1165,0.733
https://leetcode.cn/problems/queries-quality-and-percentage,216,0.613
https://leetcode.cn/problems/intersection-of-three-sorted-arrays,187,0.783
https://leetcode.cn/problems/minimum-cost-to-move-chips-to-the-same-position,776,0.747
https://leetcode.cn/problems/split-a-string-in-balanced-strings,1392,0.851
https://leetcode.cn/problems/missing-number-in-arithmetic-progression,93,0.543
https://leetcode.cn/problems/check-if-it-is-a-straight-line,635,0.449
https://leetcode.cn/problems/number-of-comments-per-post,98,0.595
https://leetcode.cn/problems/array-transformation,89,0.54
https://leetcode.cn/problems/average-selling-price,298,0.526
https://leetcode.cn/problems/cells-with-odd-values-in-a-matrix,674,0.795
https://leetcode.cn/problems/shift-2d-grid,681,0.654
https://leetcode.cn/problems/minimum-time-visiting-all-points,547,0.828
https://leetcode.cn/problems/hexspeak,70,0.525
https://leetcode.cn/problems/find-winner-on-a-tic-tac-toe-game,296,0.551
https://leetcode.cn/problems/traffic-light-controlled-intersection,27,0.564
https://leetcode.cn/problems/students-and-examinations,286,0.5
https://leetcode.cn/problems/subtract-the-product-and-sum-of-digits-of-an-integer,1103,0.832
https://leetcode.cn/problems/element-appearing-more-than-25-in-sorted-array,367,0.583
https://leetcode.cn/problems/convert-binary-number-in-a-linked-list-to-integer,1043,0.8
https://leetcode.cn/problems/weather-type-in-each-country,140,0.658
https://leetcode.cn/problems/find-numbers-with-even-number-of-digits,797,0.795
https://leetcode.cn/problems/replace-elements-with-greatest-element-on-right-side,577,0.761
https://leetcode.cn/problems/find-the-team-size,179,0.826
https://leetcode.cn/problems/find-n-unique-integers-sum-up-to-zero,512,0.702
https://leetcode.cn/problems/decrypt-string-from-alphabet-to-integer-mapping,498,0.767
https://leetcode.cn/problems/decompress-run-length-encoded-list,668,0.832
https://leetcode.cn/problems/convert-integer-to-the-sum-of-two-no-zero-integers,268,0.62
https://leetcode.cn/problems/ads-performance,102,0.596
https://leetcode.cn/problems/maximum-69-number,678,0.749
https://leetcode.cn/problems/list-the-products-ordered-in-a-period,149,0.681
https://leetcode.cn/problems/rank-transform-of-an-array,546,0.604
https://leetcode.cn/problems/remove-palindromic-subsequences,386,0.779
https://leetcode.cn/problems/the-k-weakest-rows-in-a-matrix,936,0.685
https://leetcode.cn/problems/number-of-steps-to-reduce-a-number-to-zero,1686,0.755
https://leetcode.cn/problems/check-if-n-and-its-double-exist,569,0.419
https://leetcode.cn/problems/students-with-invalid-departments,113,0.846
https://leetcode.cn/problems/count-negative-numbers-in-a-sorted-matrix,846,0.744
https://leetcode.cn/problems/sort-integers-by-the-number-of-1-bits,705,0.736
https://leetcode.cn/problems/number-of-days-between-two-dates,253,0.516
https://leetcode.cn/problems/how-many-numbers-are-smaller-than-the-current-number,1353,0.823
https://leetcode.cn/problems/increasing-decreasing-string,678,0.79
https://leetcode.cn/problems/generate-a-string-with-characters-that-have-odd-counts,564,0.777
https://leetcode.cn/problems/replace-employee-id-with-the-unique-identifier,166,0.827
https://leetcode.cn/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,270,0.829
https://leetcode.cn/problems/lucky-numbers-in-a-matrix,773,0.76
https://leetcode.cn/problems/find-the-distance-value-between-two-arrays,533,0.646
https://leetcode.cn/problems/create-target-array-in-the-given-order,602,0.828
https://leetcode.cn/problems/find-lucky-integer-in-an-array,454,0.662
https://leetcode.cn/problems/count-largest-group,223,0.668
https://leetcode.cn/problems/minimum-subsequence-in-non-increasing-order,779,0.734
https://leetcode.cn/problems/top-travellers,305,0.563
https://leetcode.cn/problems/string-matching-in-an-array,579,0.644
https://leetcode.cn/problems/minimum-value-to-get-positive-step-by-step-sum,722,0.731
https://leetcode.cn/problems/reformat-the-string,636,0.551
https://leetcode.cn/problems/npv-queries,53,0.716
https://leetcode.cn/problems/maximum-score-after-splitting-a-string,732,0.569
https://leetcode.cn/problems/counting-elements,94,0.682
https://leetcode.cn/problems/perform-string-shifts,163,0.58
https://leetcode.cn/problems/kids-with-the-greatest-number-of-candies,1308,0.846
https://leetcode.cn/problems/create-a-session-bar-chart,67,0.641
https://leetcode.cn/problems/destination-city,797,0.817
https://leetcode.cn/problems/check-if-all-1s-are-at-least-length-k-places-away,276,0.556
https://leetcode.cn/problems/consecutive-characters,829,0.602
https://leetcode.cn/problems/number-of-students-doing-homework-at-a-given-time,710,0.823
https://leetcode.cn/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,722,0.646
https://leetcode.cn/problems/make-two-arrays-equal-by-reversing-subarrays,776,0.772
https://leetcode.cn/problems/maximum-product-of-two-elements-in-an-array,905,0.782
https://leetcode.cn/problems/find-all-the-lonely-nodes,142,0.821
https://leetcode.cn/problems/shuffle-the-array,1197,0.839
https://leetcode.cn/problems/delete-n-nodes-after-m-nodes-of-a-linked-list,120,0.7
https://leetcode.cn/problems/final-prices-with-a-special-discount-in-a-shop,904,0.736
https://leetcode.cn/problems/running-sum-of-1d-array,2628,0.764
https://leetcode.cn/problems/group-sold-products-by-the-date,365,0.684
https://leetcode.cn/problems/xor-operation-in-an-array,831,0.844
https://leetcode.cn/problems/average-salary-excluding-the-minimum-and-maximum-salary,746,0.625
https://leetcode.cn/problems/friendly-movies-streamed-last-month,59,0.529
https://leetcode.cn/problems/path-crossing,271,0.54
https://leetcode.cn/problems/can-make-arithmetic-progression-from-sequence,662,0.688
https://leetcode.cn/problems/reformat-date,229,0.597
https://leetcode.cn/problems/customer-order-frequency,118,0.632
https://leetcode.cn/problems/number-of-good-pairs,1046,0.834
https://leetcode.cn/problems/find-users-with-valid-e-mails,123,0.53
https://leetcode.cn/problems/water-bottles,937,0.695
https://leetcode.cn/problems/count-odd-numbers-in-an-interval-range,772,0.495
https://leetcode.cn/problems/patients-with-a-condition,317,0.468
https://leetcode.cn/problems/shuffle-string,508,0.787
https://leetcode.cn/problems/count-good-triplets,297,0.751
https://leetcode.cn/problems/kth-missing-positive-number,613,0.542
https://leetcode.cn/problems/fix-product-name-format,59,0.552
https://leetcode.cn/problems/make-the-string-great,479,0.563
https://leetcode.cn/problems/three-consecutive-odds,416,0.658
https://leetcode.cn/problems/thousand-separator,318,0.563
https://leetcode.cn/problems/most-visited-sector-in-a-circular-track,139,0.578
https://leetcode.cn/problems/unique-orders-and-customers-per-month,60,0.744
https://leetcode.cn/problems/detect-pattern-of-length-m-repeated-k-or-more-times,197,0.445
https://leetcode.cn/problems/warehouse-manager,105,0.78
https://leetcode.cn/problems/matrix-diagonal-sum,818,0.83
https://leetcode.cn/problems/replace-all-s-to-avoid-consecutive-repeating-characters,670,0.507
https://leetcode.cn/problems/customer-who-visited-but-did-not-make-any-transactions,370,0.745
https://leetcode.cn/problems/special-positions-in-a-binary-matrix,484,0.692
https://leetcode.cn/problems/bank-account-summary-ii,186,0.794
https://leetcode.cn/problems/sum-of-all-odd-length-subarrays,1017,0.828
https://leetcode.cn/problems/rearrange-spaces-between-words,588,0.466
https://leetcode.cn/problems/crawler-log-folder,565,0.695
https://leetcode.cn/problems/design-parking-system,606,0.836
https://leetcode.cn/problems/sellers-with-no-sales,103,0.533
https://leetcode.cn/problems/special-array-with-x-elements-greater-than-or-equal-x,830,0.614
https://leetcode.cn/problems/maximum-nesting-depth-of-the-parentheses,883,0.819
https://leetcode.cn/problems/mean-of-array-after-removing-some-elements,460,0.718
https://leetcode.cn/problems/all-valid-triplets-that-can-represent-a-country,66,0.785
https://leetcode.cn/problems/largest-substring-between-two-equal-characters,704,0.645
https://leetcode.cn/problems/slowest-key,464,0.559
https://leetcode.cn/problems/percentage-of-users-attended-a-contest,157,0.596
https://leetcode.cn/problems/sort-array-by-increasing-frequency,622,0.747
https://leetcode.cn/problems/widest-vertical-area-between-two-points-containing-no-points,282,0.842
https://leetcode.cn/problems/check-array-formation-through-concatenation,670,0.61
https://leetcode.cn/problems/get-maximum-in-generated-array,525,0.516
https://leetcode.cn/problems/defuse-the-bomb,620,0.666
https://leetcode.cn/problems/design-an-ordered-stream,376,0.84
https://leetcode.cn/problems/average-time-of-process-per-machine,285,0.689
https://leetcode.cn/problems/check-if-two-string-arrays-are-equivalent,729,0.809
https://leetcode.cn/problems/fix-names-in-a-table,344,0.628
https://leetcode.cn/problems/maximum-repeating-substring,622,0.467
https://leetcode.cn/problems/richest-customer-wealth,1473,0.836
https://leetcode.cn/problems/products-worth-over-invoices,60,0.351
https://leetcode.cn/problems/goal-parser-interpretation,787,0.856
https://leetcode.cn/problems/invalid-tweets,154,0.849
https://leetcode.cn/problems/count-the-number-of-consistent-strings,875,0.851
https://leetcode.cn/problems/count-of-matches-in-tournament,665,0.831
https://leetcode.cn/problems/daily-leads-and-partners,201,0.822
https://leetcode.cn/problems/reformat-phone-number,584,0.66
https://leetcode.cn/problems/number-of-students-unable-to-eat-lunch,793,0.728
https://leetcode.cn/problems/determine-if-string-halves-are-alike,599,0.782
https://leetcode.cn/problems/largest-subarray-length-k,54,0.675
https://leetcode.cn/problems/maximum-units-on-a-truck,595,0.734
https://leetcode.cn/problems/calculate-money-in-leetcode-bank,762,0.691
https://leetcode.cn/problems/decode-xored-array,615,0.857
https://leetcode.cn/problems/number-of-rectangles-that-can-form-the-largest-square,500,0.826
https://leetcode.cn/problems/find-followers-count,162,0.602
https://leetcode.cn/problems/the-number-of-employees-which-report-to-each-employee,183,0.462
https://leetcode.cn/problems/find-the-highest-altitude,609,0.815
https://leetcode.cn/problems/latest-time-by-replacing-hidden-digits,432,0.444
https://leetcode.cn/problems/find-total-time-spent-by-each-employee,217,0.842
https://leetcode.cn/problems/maximum-number-of-balls-in-a-box,408,0.757
https://leetcode.cn/problems/sum-of-unique-elements,683,0.761
https://leetcode.cn/problems/check-if-array-is-sorted-and-rotated,419,0.579
https://leetcode.cn/problems/recyclable-and-low-fat-products,360,0.86
https://leetcode.cn/problems/minimum-changes-to-make-alternating-binary-string,461,0.696
https://leetcode.cn/problems/longest-nice-substring,319,0.668
https://leetcode.cn/problems/merge-strings-alternately,1121,0.739
https://leetcode.cn/problems/count-items-matching-a-rule,523,0.861
https://leetcode.cn/problems/products-price-for-each-store,89,0.777
https://leetcode.cn/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,555,0.689
